"m_id","forename","surname","dob","dob_approx","dob_position","dod","age_y","STAT_spouse","STAT_sibling","STAT_parent","STAT_children","ETURL"
2171,"James","Walpole","1864-00-00",1,NULL,"1912-04-15",48,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/james-walpole.html"
2172,"Catherine","Walsh","1869-10-27",1,NULL,"1912-04-15",42,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/catherine-walsh.html"
2173,"Edward Bryon","Ward","1878-00-00",1,NULL,"1912-04-15",34,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/edward-ward.html"
2174,"Percy Thomas","Ward","1872-00-00",1,NULL,"1912-04-15",40,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/percy-thomas-ward.html"
2175,"William","Ward","1874-08-18",0,NULL,"1941-07-19",37,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/william-ward.html"
2176,"Robert Arthur","Wareham","1874-09-13",0,NULL,"1912-04-15",37,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/robert-arthur-wareham.html"
2177,"Tom","Warwick","1886-00-00",1,"A","1912-04-15",25,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/tom-warwick.html"
2178,"William Albert","Watson","1897-00-00",1,"A","1912-04-15",14,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/w-watson-2.html"
2179,"Thomas Herbert","Weatherston","1887-00-00",1,NULL,"1912-04-15",25,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/thomas-herbert-weatherstone.html"
2180,"Brook Holding","Webb","1862-03-30",0,NULL,"1912-04-15",50,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/brooke-holding-webb.html"
2181,"William Harold","Welch","1890-12-15",0,NULL,"1912-04-15",21,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/w-welch.html"
2182,"Joseph Thomas","Wheat","1882-04-13",0,NULL,"1961-06-18",30,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/joseph-thomas-wheat.html"
2198,"James William Cheetham","Witter","1880-06-23",0,NULL,"1961-10-23",31,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/james-william-cheetham-witter.html"
2199,"Henry","Wittman","1873-06-26",0,NULL,"1912-04-15",38,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/henry-wittman.html"
2200,"James Thomas","Wood","1863-00-00",1,NULL,"1912-04-15",49,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/james-thomas-wood.html"
2201,"Oscar Scott","Woody","1871-04-15",0,NULL,"1912-04-15",41,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/oscar-scott-woody.html"
2202,"Henry Frederick Charles","Wormald","1867-00-00",1,NULL,"1912-04-15",45,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/frederick-william-wormald.html"
2203,"Frederick Bernard","Wrapson","1893-11-27",0,NULL,"1912-04-15",18,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/frederick-bernard-wrapson.html"
2204,"Frederick","Wright","1888-00-00",1,NULL,"1912-04-15",24,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/frederick-wright.html"
2205,"William","Wright","1864-12-28",1,NULL,"1940-02-23",47,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/william-wright.html"
2206,"Harry","Yearsley","1871-12-03",0,NULL,"1939-11-18",40,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/harry-yearsley.html"
2207,"James Adamson","Toshack","1881-11-27",0,NULL,"1912-04-15",30,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/james-adamson-toshack.html"
2208,"Minio","Zanetti","1892-01-09",0,NULL,"1912-04-15",20,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/minio-zanetti.html"
2209,"L.","Zarracchi","1886-00-00",1,NULL,"1912-04-15",26,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/l-zarracchi.html"
2210,"George","Stevens","0000-00-00",1,NULL,"0000-00-00",NULL,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/g-stevens.html"
2211,NULL,"Brand","0000-00-00",1,NULL,"0000-00-00",NULL,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/brand.html"
2212,NULL,"Collis","0000-00-00",1,NULL,"0000-00-00",NULL,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/collis.html"
2213,"N.","Fletcher","0000-00-00",1,NULL,"0000-00-00",NULL,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/n-fletcher.html"
2214,"Gerard Thomas","Noel","1856-05-13",0,NULL,"1941-11-09",55,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/gerard-thomas-noel.html"
2215,"William Henry Middleton","Noel","1898-09-11",0,NULL,"1954-08-06",13,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/noel.html"
2216,"Lily May","Odell","0000-00-00",1,NULL,"0000-00-00",NULL,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/lily-may-odell.html"
2217,"Jack","Odell","1900-08-18",1,NULL,"1995-11-19",11,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/jack-odell.html"
2218,"Kate","Odell","0000-00-00",1,NULL,"0000-00-00",NULL,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/kate-odell.html"
2219,"Richard W.","May","0000-00-00",1,NULL,"0000-00-00",NULL,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/richard-may.html"
2220,"Stanley","May","0000-00-00",1,NULL,"0000-00-00",NULL,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/stanley-may.html"
2221,"Francis M.","Browne","1880-07-03",0,NULL,"0000-00-00",31,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/francis-browne.html"
2222,"Barbara Josephine","Lenox-Conyngham","1868-00-00",1,NULL,"1937-11-25",44,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/lenox-conyngham.html"
2223,"Dennis Hugh","Lenox-Conyngham","1902-03-13",0,NULL,"1928-11-08",10,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/dennis-lenox-conyngham.html"
2224,"Eileen","Lenox-Conyngham","1900-07-11",0,NULL,"1993-10-08",11,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/eileen-lenox-conyngham.html"
2225,"Harriet Alice Katherine","Lenox-Conyngham","1878-00-00",1,NULL,"1956-06-14",34,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/alice-lenox-conyngham.html"
2226,"J.","Forman","0000-00-00",1,NULL,"0000-00-00",NULL,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/j-forman.html"
2227,NULL,"Forman","0000-00-00",1,NULL,"0000-00-00",NULL,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/forman.html"
2228,"Henry Swaffin","Wotton","1858-00-00",1,NULL,"1925-09-04",54,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-cross-channel-passenger/henry-swaffin-wotton.html"
2229,"Thomas","Dyer Edwardes","1847-02-21",0,NULL,"1926-02-10",65,NULL,NULL,NULL,1,"https://www.encyclopedia-titanica.org/titanic-biography/thomas-dyer-edwardes.html"
2230,"Clementina Georgina Lucy Drummond","Dyer Edwardes","1859-00-00",1,NULL,"1947-04-03",53,NULL,NULL,NULL,1,"https://www.encyclopedia-titanica.org/titanic-biography/clementina-georgina-lucy-dyer-edwardes.html"
2231,"Emily","Nichols","1863-04-28",0,NULL,"0000-00-00",48,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/e-nichols.html"
2232,NULL,"Kneese","0000-00-00",1,NULL,"0000-00-00",NULL,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/kneese.html"
2233,NULL,"Remesch","0000-00-00",1,NULL,"0000-00-00",NULL,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/remesch.html"
2234,"J.","de Grasse","0000-00-00",1,NULL,"0000-00-00",NULL,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/j-de-grasse.html"
2235,NULL,"Evans","0000-00-00",1,NULL,"0000-00-00",NULL,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/evans.html"
2236,"H. V.","Davies","0000-00-00",1,NULL,"0000-00-00",NULL,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/h-davies.html"
2237,"K.","Davies","0000-00-00",1,NULL,"0000-00-00",NULL,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/k-davies.html"
2238,"D.","Osborne","0000-00-00",1,NULL,"0000-00-00",NULL,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/d-osborne.html"
2239,NULL,"Tovey","0000-00-00",1,NULL,"0000-00-00",NULL,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/tovey.html"
2240,NULL,"Mullen","0000-00-00",1,NULL,"0000-00-00",NULL,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/mullen.html"
2241,"Francis","Carruthers","0000-00-00",1,NULL,"0000-00-00",NULL,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/francis-carruthers.html"
2242,"Joey","Thompson","0000-00-00",1,NULL,"0000-00-00",NULL,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/joey-thompson.html"
2243,"Edward","Wilding","0000-00-00",1,NULL,"0000-00-00",NULL,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/edward-wilding.html"
2244,"Harold Arthur","Sanderson","1859-10-20",0,NULL,"1932-02-26",52,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/harold-arthur-sanderson.html"
2245,"David","Blair","1874-11-11",0,NULL,"1955-01-10",37,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/david-blair.html"
2246,"Herbert James","Haddock","1861-00-00",1,NULL,"0000-00-00",51,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/herbert-james-haddock.html"
2247,"F.","Jenner","1881-00-00",1,NULL,"0000-00-00",31,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/f-jenner.html"
2248,"Thomas","Curran","1871-00-00",1,NULL,"0000-00-00",41,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/thomas-curran.html"
2249,"William","Gibson","1869-00-00",1,NULL,"0000-00-00",43,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/william-gibson.html"
2250,"William","McMullan","1872-00-00",1,NULL,"0000-00-00",40,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/william-mcmullan.html"
2251,"William","Burns","1874-00-00",1,NULL,"0000-00-00",38,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/william-burns.html"
2252,"Patrick","Rogan","1869-00-00",1,NULL,"0000-00-00",43,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/patrick-rogan.html"
2253,"John","McErline","1863-00-00",1,NULL,"0000-00-00",49,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/john-mcerline.html"
2254,"John","McTeer","1874-00-00",1,NULL,"0000-00-00",38,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/john-mcteer.html"
2255,"James","McIlroy","1872-00-00",1,NULL,"0000-00-00",40,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/james-mcilroy.html"
2256,"William","Gambell","1883-00-00",1,NULL,"0000-00-00",29,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/william-gambell.html"
2257,"John","Cullen","1869-00-00",1,NULL,"0000-00-00",43,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/john-cullen.html"
2258,"William","Barnes","1880-00-00",1,NULL,"0000-00-00",32,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/william-barnes.html"
2259,"William","Ennes","1884-00-00",1,NULL,"0000-00-00",28,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/william-ennes.html"
2260,"Samuel","McGaw","1878-00-00",1,NULL,"0000-00-00",34,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/samuel-mcgaw.html"
2261,"Michael","Nolan","1881-00-00",1,NULL,"0000-00-00",31,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/michael-nolan.html"
2262,"Thomas","Brennan","1873-00-00",1,NULL,"0000-00-00",39,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/thomas-brennan.html"
2263,"Barney","McKenna","1888-00-00",1,NULL,"0000-00-00",24,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/barney-mckenna.html"
2264,"Hugh","Whinnery","1871-00-00",1,NULL,"0000-00-00",41,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/hugh-whinnery.html"
2265,"Thomas","Murphy","1877-00-00",1,NULL,"0000-00-00",35,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/thomas-murphy.html"
2266,"Stokes","Barker","1886-00-00",1,NULL,"0000-00-00",26,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/stokes-barker.html"
2267,"Hugh","Woods","1884-00-00",1,NULL,"0000-00-00",28,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/hugh-woods.html"
2268,"George","Barker","1856-00-00",1,NULL,"0000-00-00",56,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/george-barker.html"
2269,"David","Gorman","1879-00-00",1,NULL,"0000-00-00",33,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/david-gorman.html"
2270,"James","Connor","1866-00-00",1,NULL,"0000-00-00",46,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/james-connor.html"
2271,"John","McGrogan","1867-00-00",1,NULL,"0000-00-00",45,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/john-mcgrogan.html"
2272,"Samuel","Strange","1874-00-00",1,NULL,"0000-00-00",38,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/samuel-strange.html"
2273,"Archibald","Andrews","1874-00-00",1,NULL,"0000-00-00",38,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/archibald-andrews.html"
2274,"James","Armstrong","1881-00-00",1,NULL,"0000-00-00",31,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/james-armstrong.html"
2275,"James","Auld","1880-00-00",1,NULL,"0000-00-00",32,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/james-auld.html"
2276,"William","Bailey","1882-00-00",1,NULL,"0000-00-00",30,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/william-bailey.html"
2277,"David","Bain","1866-00-00",1,NULL,"0000-00-00",46,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/david-bain.html"
2278,"John","Baker (?Barker)","0000-00-00",1,NULL,"0000-00-00",NULL,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/john-baker-barker.html"
2279,"George","Barker","1866-00-00",1,NULL,"0000-00-00",46,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/able-seaman-george-barker.html"
2280,"Robert","Barkley","1873-00-00",1,NULL,"0000-00-00",39,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/robert-barkley.html"
2281,"James","Barry","1881-00-00",1,NULL,"0000-00-00",31,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/james-barry.html"
2282,"Robert","Bartley","1880-00-00",1,NULL,"0000-00-00",32,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/robert-bartley.html"
2283,"Joseph","Bartley","1880-00-00",1,NULL,"0000-00-00",32,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/joseph-bartley.html"
2284,"Francis","Beattie","1876-00-00",1,NULL,"0000-00-00",36,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/francis-beattie.html"
2285,"James","Benson","1862-00-00",1,NULL,"0000-00-00",50,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/james-benson.html"
2286,"John","Benson","1886-00-00",1,NULL,"0000-00-00",26,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/john-benson.html"
2287,"William","Benson","1887-00-00",1,NULL,"0000-00-00",25,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/william-benson.html"
2288,"W.","McGonagal","1863-00-00",1,NULL,"0000-00-00",49,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/w-mcgonagal.html"
2289,"Charles","Denmigan","1870-00-00",1,NULL,"0000-00-00",42,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/charles-denmigan.html"
2290,"Walter","Smith","1868-00-00",1,NULL,"0000-00-00",44,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/walter-smith.html"
2291,"Daniel","Millford","1886-00-00",1,NULL,"0000-00-00",26,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/daniel-millford.html"
2292,"Joseph","Harris","1880-00-00",1,NULL,"0000-00-00",32,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/joseph-harris.html"
2293,"Patrick","McKenna","1872-00-00",1,NULL,"0000-00-00",40,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/patrick-mckenna.html"
2294,"Joseph","McIntosh","1864-00-00",1,NULL,"0000-00-00",48,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/joseph-mcintosh.html"
2295,"Joseph","Mann","1886-00-00",1,NULL,"0000-00-00",26,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/joseph-mann.html"
2296,"John","Thomas","1887-00-00",1,NULL,"0000-00-00",25,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/john-thomas.html"
2297,"William","Thomas","1863-00-00",1,NULL,"0000-00-00",49,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/william-thomas.html"
2298,"Samuel","Robinson","1869-00-00",1,NULL,"0000-00-00",43,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/samuel-robinson.html"
2299,"William","Heddles","1873-00-00",1,NULL,"0000-00-00",39,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/william-heddles.html"
2300,"Henry","Starkey","1866-00-00",1,NULL,"0000-00-00",46,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/henry-starkey.html"
2301,"James","Bloomer","1872-00-00",1,NULL,"0000-00-00",40,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/james-bloomer.html"
2302,"Robert","Harmes","1881-00-00",1,NULL,"0000-00-00",31,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/robert-harmes.html"
2303,"John","Mawhinney","1867-00-00",1,NULL,"0000-00-00",45,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/john-mawhinney.html"
2304,"James","McEnspie","1864-00-00",1,NULL,"0000-00-00",48,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/james-mcenspie.html"
2305,"James","Morrell","1888-00-00",1,NULL,"0000-00-00",24,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/james-morrell.html"
2306,"Charles","Hinds","1870-00-00",1,NULL,"0000-00-00",42,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/charles-hinds.html"
2307,"William","Douglass","1881-00-00",1,NULL,"0000-00-00",31,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/william-douglass.html"
2308,"John","Gracey","1871-00-00",1,NULL,"0000-00-00",41,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/john-gracey.html"
2310,"John","McCartney","1863-00-00",1,NULL,"0000-00-00",49,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/john-mccartney.html"
2311,"John","Burns","1880-00-00",1,NULL,"0000-00-00",32,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/john-burns.html"
2312,"Hugh","Donaughe","1878-00-00",1,NULL,"0000-00-00",34,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/hugh-donaughe.html"
2313,"William","Kavanagh","1885-00-00",1,NULL,"0000-00-00",27,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/william-kavanagh.html"
2314,"Thomas","Sloan","0000-00-00",1,NULL,"0000-00-00",NULL,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/thomas-sloan.html"
2315,"Robert","Bittle","1875-00-00",1,NULL,"0000-00-00",37,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/robert-bittle.html"
2316,"Joseph","Dunlop","1865-00-00",1,NULL,"0000-00-00",47,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/joseph-dunlop.html"
2317,"John","Stevenson","1863-00-00",1,NULL,"0000-00-00",49,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/john-stevenson.html"
2318,"David","Craig","1879-00-00",1,NULL,"0000-00-00",33,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/david-craig.html"
2319,"James","Cleland","1883-00-00",1,NULL,"0000-00-00",29,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/james-cleland.html"
2320,"Frank","McGough","1887-00-00",1,NULL,"0000-00-00",25,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/frank-mcgough.html"
2321,"Samuel","McMillan","1883-00-00",1,NULL,"0000-00-00",29,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/samuel-mcmillan.html"
2322,"Charles","McEntee","1875-00-00",1,NULL,"0000-00-00",37,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/charles-mcentee.html"
2323,"James","Massey","1877-00-00",1,NULL,"0000-00-00",35,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/james-massey.html"
2324,"Patrick","Morgan","1886-00-00",1,NULL,"0000-00-00",26,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/patrick-morgan.html"
2325,"John","Cardwell","1880-00-00",1,NULL,"0000-00-00",32,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/john-cardwell.html"
2326,"John","Farley","1881-00-00",1,NULL,"0000-00-00",31,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/john-farley.html"
2327,"Adam","Boyd","1874-00-00",1,NULL,"0000-00-00",38,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/adam-boyd.html"
2328,"Robert","Cairnes","1862-00-00",1,NULL,"0000-00-00",50,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/robert-cairnes.html"
2329,"William","Chevers","1884-00-00",1,NULL,"0000-00-00",28,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/william-chevers.html"
2330,"John","Hadley","1862-00-00",1,NULL,"0000-00-00",50,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/john-hadley.html"
2331,"William","McMillan","1877-00-00",1,NULL,"0000-00-00",35,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/william-mcmillan.html"
2332,"John","Hale","1887-00-00",1,NULL,"0000-00-00",25,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/john-hale.html"
2333,"Frank","Burness","1869-00-00",1,NULL,"0000-00-00",43,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/frank-burness.html"
2334,"William","McIlroy","1872-00-00",1,NULL,"0000-00-00",40,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/william-mcilroy.html"
2335,"James","Lewis","1878-00-00",1,NULL,"0000-00-00",34,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/james-lewis.html"
2336,"Thomas","McMillen","1857-00-00",1,NULL,"0000-00-00",55,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/thomas-mcmillen.html"
2337,"Robert","Cochrane","1872-00-00",1,NULL,"0000-00-00",40,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/robert-cochrane.html"
2338,"Patrick","McMullan","1882-00-00",1,NULL,"0000-00-00",30,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/patrick-mcmullan.html"
2339,"Samuel","McGee","1864-00-00",1,NULL,"0000-00-00",48,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/samuel-mcgee.html"
2340,"James","Phillips","1885-00-00",1,NULL,"0000-00-00",27,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/james-phillips.html"
2341,"William","Ward","1888-00-00",1,NULL,"0000-00-00",24,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/william-ward-2.html"
2342,"William","Bridan","1879-00-00",1,NULL,"0000-00-00",33,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/william-bridan.html"
2343,"Thomas","Neill","1870-00-00",1,NULL,"0000-00-00",42,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/thomas-neill.html"
2344,"James","Little","1863-00-00",1,NULL,"0000-00-00",49,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-biography/james-little.html"
